name,sci_name,state,county,points,link,img,lat,long
Guajillo ,Acacia berlandieri,TX,Uvalde,51,https://www.americanforests.org?page_id=55821,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,29.300357,-99.7733181
Ash Goodding,Fraxinus gooddingii,AZ,Santa Cruz,51,https://www.americanforests.org?page_id=55995,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,31.5094579,-110.8476281
Thatchpalm Florida,Thrinax radiata,FL,Miami-Dade,51,https://www.americanforests.org?page_id=55463,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,25.6364246,-80.4989467
Hawthorn Pear,Crataegus calpodendron,VA,Alexandria,50,https://www.americanforests.org?page_id=56411,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,38.8051095,-77.0470229
Bayberry Northern,Morella pensylvanica,CT,Fairfield,50,https://www.americanforests.org?page_id=56356,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,41.2943069,-73.37486
Spicebush ,Lindera benzoin,MD,Montgomery,50,https://www.americanforests.org?page_id=67276,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,39.1406267,-77.2075612
Rosemallow Brackenridge,Hibiscus  brackenridgei,HI,Honolulu,49,https://www.americanforests.org?page_id=84972,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7772,21.468151,-157.960511
Lotebush ,Ziziphus obtusifolia,AZ,Yavapai,49,https://www.americanforests.org?page_id=55514,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8019,34.5668857,-112.5515965
Willow Shining,Salix lucida ssp. lucida,OH,Portage,49,https://www.americanforests.org?page_id=84966,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,41.1496775,-81.2082
Sumac Mearns,Rhus virens var. choriophylla,AZ,Santa Cruz,48,https://www.americanforests.org?page_id=55751,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,31.5094579,-110.8476281
Guajillo ,Acacia berlandieri,AZ,Pima,48,https://www.americanforests.org?page_id=85006,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4651,32.1112624,-111.6546163
Buckthorn Carolina,Rhamnus caroliniana,NC,Rutherford,47,https://www.americanforests.org?page_id=55383,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,35.3994626,-81.9023191
Stopper Red,Eugenia rhombea,FL,Monroe,47,https://www.americanforests.org?page_id=55939,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,25.0405135,-80.8337157
Hawthorn Scarlet,Crataegus coccinea,IL,Lisle,47,https://www.americanforests.org?page_id=84979,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,,
Kidneywood Texas,Eysenhardtia texana,AZ,Pinal,47,https://www.americanforests.org?page_id=55891,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,32.8085851,-111.4426212
Sumac Nenelau,Rhus sandwicensis,HI,HawaiÊ»i,46,https://www.americanforests.org?page_id=60022,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,19.6273325,-155.5645619
Thatchpalm Key,Thrinax morrisii,FL,Miami-Dade,46,https://www.americanforests.org?page_id=55970,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,25.6364246,-80.4989467
Saw-palmetto ,Serenoa repens,FL,St. Lucie,45,https://www.americanforests.org?page_id=56058,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7979,27.3900897,-80.457904
Buckthorn Carolina,Rhamnus caroliniana,MO,Reynolds,45,https://www.americanforests.org?page_id=81937,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7755,37.3762658,-90.9659462
Hawthorn Cerro,Crataegus erythropoda,CO,Larimer,45,https://www.americanforests.org?page_id=64552,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6342,40.6810174,-105.4726907
Poison-sumac ,Toxicodendron vernix,VA,Caroline,44,https://www.americanforests.org?page_id=84943,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,38.0320305,-77.362363
Mexican-buckeye ,Ungnadia speciosa,TX,Victoria,44,https://www.americanforests.org?page_id=84960,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,28.8026443,-96.9766308
Winterberry Common,Ilex verticillata,VA,Chesapeake,44,https://www.americanforests.org?page_id=55724,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1966,36.7183708,-76.2466798
Hazel California,Corylus cornuta var. californica,OR,Clackamas,44,https://www.americanforests.org?page_id=84977,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,45.1608821,-122.2305038
Yucca Trecul,Yucca treculeana,TX,Bexar,44,https://www.americanforests.org?page_id=55336,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8018,29.4263987,-98.5104781
Paurotis-palm ,Acoelorraphe wrightii,FL,Miami-Dade,43,https://www.americanforests.org?page_id=55990,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,25.6364246,-80.4989467
Ash Gregg,Fraxinus greggii,AZ,Pima,42,https://www.americanforests.org?page_id=67934,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7676,32.1112624,-111.6546163
Scarletbush ,Hamelia patens,FL,Brevard,41,https://www.americanforests.org?page_id=55857,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5932,28.2100203,-80.7997185
Swamp-privet Florida,Forestiera segregata,FL,Miami-Dade,41,https://www.americanforests.org?page_id=84935,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,25.6364246,-80.4989467
Bladdernut American,Staphylea trifolia,VA,Page,41,https://www.americanforests.org?page_id=81973,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,38.6002354,-78.5016516
Strongback Rough,Bourreria radula,FL,Miami-Dade,41,https://www.americanforests.org?page_id=84931,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,25.6364246,-80.4989467
Florida-boxwood ,Schaefferia frutescens,FL,Monroe,41,https://www.americanforests.org?page_id=55395,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5746,25.0405135,-80.8337157
Dogwood Gray,Cornus racemosa,VA,Grayson,39,https://www.americanforests.org?page_id=84937,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,33.5636114,-96.6702111
Orange Hardy,Poncirus trifoliata,VA,Richmond,38,https://www.americanforests.org?page_id=84945,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,40.564209,-74.12530461995391
Buttonbush Common,Cephalanthus occidentalis,MD,Montgomery,38,https://www.americanforests.org?page_id=82342,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=3035,39.1406267,-77.2075612
Mountain-ash Greene,Sorbus scopulina,MT,Ravalli,37,https://www.americanforests.org?page_id=64591,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,46.0757223,-114.1139453
Snowbell American,Styrax americanus,VA,Isle of Wight,37,https://www.americanforests.org?page_id=84997,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,36.8953677,-76.7248143
Acacia Whitethorn,Vachellia constricta,AZ,Pinal,34,https://www.americanforests.org?page_id=57961,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2660,32.8085851,-111.4426212
Lidflower Pale,Calyptranthes pallens,FL,Miami-Dade,34,https://www.americanforests.org?page_id=55488,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,25.6364246,-80.4989467
Anise-tree Florida,Illicium floridanum,VA,Williamsburg,34,https://www.americanforests.org?page_id=84938,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7786,33.6442699,-79.7442135
Mullein nightshade Potato-tree,Solanum erianthum,TX,Hidalgo,32,https://www.americanforests.org?page_id=55897,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,26.3530256,-98.216445
Mesquite Screwbean,Prosopis pubescens,TX,Brewster,32,https://www.americanforests.org?page_id=84911,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7890,29.8462742,-103.2400734
Cholla Jumping,Cylindropuntia fulgida,AZ,Pinal,32,https://www.americanforests.org?page_id=84958,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7646,32.8085851,-111.4426212
Snowbell Bigleaf,Styrax grandifolius,VA,Chesapeake,31,https://www.americanforests.org?page_id=84999,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,36.7183708,-76.2466798
Anise-tree Yellow,Illicium parviflorum,FL,Marion,30,https://www.americanforests.org?page_id=84975,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,29.2182454,-82.0626948
Hawthorn Reverchon,Crataegus reverchonii,TX,Dallas,25,https://www.americanforests.org?page_id=55561,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5933,32.7620405,-96.7790069
Bayberry Evergreen,Morella caroliniensis,VA,Newport News,24,https://www.americanforests.org?page_id=56398,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,37.0914429,-76.5213892
Bayberry Evergreen,Morella caroliniensis,VA,Newport News,24,https://www.americanforests.org?page_id=64742,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,37.0914429,-76.5213892
