name,sci_name,state,county,points,link,img,lat,long
Sequoia Giant,Sequoiadendron giganteum,CA,Tulare,1321,https://www.americanforests.org?page_id=56124,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5994,36.2516475,-118.852583
Redwood Coast,Sequoia sempervirens,CA,Del Norte,1223,https://www.americanforests.org?page_id=85016,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6625,41.7261767,-123.91328
Redwood Coast,Sequoia sempervirens,CA,Humboldt,1216,https://www.americanforests.org?page_id=84992,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1147,40.5997415,-123.8997734
Spruce Sitka,Picea sitchensis,WA,Grays Harbor,951,https://www.americanforests.org?page_id=56046,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=614,47.1744169,-123.8658829
Redcedar Western,Thuja plicata,WA,Clallam,922,https://www.americanforests.org?page_id=64651,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5793,47.9998383,-123.7373472
Douglas-fir Coast,Pseudotsuga menziesii,WA,Grays Harbor,891,https://www.americanforests.org?page_id=64658,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=3594,47.1744169,-123.8658829
Port-orford-cedar ,Chamaecyparis lawsoniana,OR,Coos,773,https://www.americanforests.org?page_id=56110,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6646,43.2184144,-124.109621
Eucalyptus Bluegum,Eucalyptus globulus,CA,Humboldt,759,https://www.americanforests.org?page_id=57971,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5660,40.5997415,-123.8997734
Baldcypress Common,Taxodium distichum,LA,West Feliciana,739,https://www.americanforests.org?page_id=60024,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=3065,30.709264,-91.146021
California-laurel ,Umbellularia californica,OR,Curry,724,https://www.americanforests.org?page_id=85025,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,42.4265426,-124.216879
Cypress Monterey,Cupressus macrocarpa,CA,San Mateo,718,https://www.americanforests.org?page_id=82304,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6099,37.496904,-122.3330573
Cottonwood Fremont,Populus fremontii ssp. fremontii,AZ,Yavapai,702,https://www.americanforests.org?page_id=55482,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5643,34.5668857,-112.5515965
Incense-cedar ,Calocedrus decurrens,CA,Siskiyou,644,https://www.americanforests.org?page_id=57974,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5900,41.5007223,-122.54435414752092
Incense-cedar ,Calocedrus decurrens,OR,Josephine,633,https://www.americanforests.org?page_id=55534,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1916,42.3554368,-123.5602707
Oak Canyon live,Quercus chrysolepis,CA,San Bernardino,622,https://www.americanforests.org?page_id=57963,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6553,34.8253019,-116.0833144
Pine Sugar,Pinus lambertiana,CA,Tuolumne,615,https://www.americanforests.org?page_id=56409,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5741,38.056944,-119.9919351
Maple Bigleaf,Acer macrophyllum,OR,Lane,605,https://www.americanforests.org?page_id=55414,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,43.9314567,-122.8575849
Tupelo Water,Nyssa aquatica,AR,White,599,https://www.americanforests.org?page_id=85013,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4372,35.2463042,-91.7169687
Alaska-cedar ,Cupressus nootkatensis,WA,Jefferson,585,https://www.americanforests.org?page_id=64650,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4184,41.0131342,-91.9718642
Tupelo Water,Nyssa aquatica,VA,Greensville,584,https://www.americanforests.org?page_id=55655,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5642,36.6405713,-77.5768298
Fir Noble,Abies procera,WA,Cowlitz,579,https://www.americanforests.org?page_id=64640,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4150,46.1998625,-122.6931507
Sycamore American,Platanus occidentalis,OH,Ashland,578,https://www.americanforests.org?page_id=64627,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,40.7887367,-82.2360391
Pine Pacific ponderosa,Pinus ponderosa var. benthamiana,CA,El Dorado,576,https://www.americanforests.org?page_id=82096,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5689,38.7574137,-120.5276129
Juniper Sierra,Juniperus grandis,CA,Tuolumne,573,https://www.americanforests.org?page_id=56123,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6112,38.056944,-119.9919351
Cottonwood Eastern,Populus deltoides ssp. deltoides,NE,Gage,565,https://www.americanforests.org?page_id=55420,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,40.2469449,-96.7021336
Cottonwood Eastern,Populus deltoides ssp. deltoides,KS,Sheridan,558,https://www.americanforests.org?page_id=85001,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7457,39.3530598,-100.4576457
Oak Live,Quercus virginiana,GA,Ware,558,https://www.americanforests.org?page_id=81862,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5294,31.1727229,-82.4829338
Hemlock Western,Tsuga heterophylla,WA,Jefferson,546,https://www.americanforests.org?page_id=64647,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8010,41.0131342,-91.9718642
Cottonwood Black,Populus balsamifera ssp. trichocarpa,OR,Polk,544,https://www.americanforests.org?page_id=64585,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,44.879673,-123.4599594
Fir California red,Abies magnifica,CA,Tuolumne,537,https://www.americanforests.org?page_id=55945,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5662,38.056944,-119.9919351
Pine Ponderosa,Pinus ponderosa var. ponderosa,OR,Deschutes,532,https://www.americanforests.org?page_id=56122,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5776,43.8194838,-121.1669662
Cottonwood Plains,Populus deltoides ssp. monilifera,MT,Ravalli,530,https://www.americanforests.org?page_id=60075,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5901,46.0757223,-114.1139453
Oak Valley,Quercus lobata,CA,Mendocino,526,https://www.americanforests.org?page_id=60082,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5703,39.3176491,-123.4126399
Pine Great basin bristlecone,Pinus longaeva,NV,Clark,518,https://www.americanforests.org?page_id=64634,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5975,36.3467726,-115.0907378
Yellow-poplar Tuliptree,Liriodendron tulipifera,VA,Chesapeake,511,https://www.americanforests.org?page_id=55767,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1888,36.7183708,-76.2466798
Fir Grand,Abies grandis,CA,Humboldt,511,https://www.americanforests.org?page_id=56457,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5668,40.5997415,-123.8997734
Fir Grand,Abies grandis,WA,Clallam,504,https://www.americanforests.org?page_id=55998,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5903,47.9998383,-123.7373472
Sycamore California,Platanus racemosa,CA,Stanislaus,496,https://www.americanforests.org?page_id=81817,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5905,37.5500871,-121.0501425
Pine Jeffrey,Pinus jeffreyi,CA,Fresno,492,https://www.americanforests.org?page_id=65287,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4251,36.6713502,-119.8155355
Willow Goodding,Salix gooddingii,NM,Taos,485,https://www.americanforests.org?page_id=55609,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5137,36.4925795,-105.6812782
Pine Western white,Pinus monticola,NV,Douglas,483,https://www.americanforests.org?page_id=64547,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4289,38.9072611,-119.6201824
Acacia Koa,Acacia koa,HI,HawaiÊ»i,481,https://www.americanforests.org?page_id=55511,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8034,19.6273325,-155.5645619
Oak Cherrybark,Quercus pagoda,VA,Portsmouth,480,https://www.americanforests.org?page_id=55737,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,50.783656,-1.0867793
Willow White,Salix alba,MI,Ingham,477,https://www.americanforests.org?page_id=60056,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2906,42.5860505,-84.3800841
Fir California white,Abies concolor var. lowiana,CA,Tuolumne,471,https://www.americanforests.org?page_id=67729,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4541,38.056944,-119.9919351
Fir California white,Abies concolor var. lowiana,CA,Mariposa,471,https://www.americanforests.org?page_id=64545,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4167,37.570148,-119.9036592
Fir California white,Abies concolor var. lowiana,CA,Mariposa,468,https://www.americanforests.org?page_id=84924,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6234,37.570148,-119.9036592
Oak Willow,Quercus phellos,VA,Northampton,467,https://www.americanforests.org?page_id=55384,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5008,40.7451356,-75.3289302
Fir California white,Abies concolor var. lowiana,CA,Mariposa,467,https://www.americanforests.org?page_id=84923,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6240,37.570148,-119.9036592
Oak Overcup,Quercus lyrata,VA,Isle of Wight,464,https://www.americanforests.org?page_id=55763,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,36.8953677,-76.7248143
Oak Willow,Quercus phellos,NC,Union,461,https://www.americanforests.org?page_id=84925,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7945,34.9795158,-80.5128209
Cottonwood Rio grande,Populus deltoides ssp. wislizeni,CO,La Plata,460,https://www.americanforests.org?page_id=64604,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5917,37.2889732,-107.8539029
Oak Willow,Quercus phellos,VA,Mathews,459,https://www.americanforests.org?page_id=64744,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,37.4481394,-76.331696
Douglas-fir Bigcone,Pseudotsuga macrocarpa,CA,Los Angeles,458,https://www.americanforests.org?page_id=64653,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2943,34.3155072,-118.2096814
Pine Rocky mountain ponderosa,Pinus ponderosa var. scopulorum,MT,Mineral,456,https://www.americanforests.org?page_id=56456,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7866,37.6584133,-106.9311267
Oak Shumard,Quercus shumardii,KY,Powell,455,https://www.americanforests.org?page_id=55345,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2145,37.8192526,-83.8239902
Oak Northern red,Quercus rubra,OH,Ashtabula,455,https://www.americanforests.org?page_id=67272,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5866,41.7167229,-80.74947
Eucalyptus Longbeak,Eucalyptus camaldulensis,AZ,Yuma,455,https://www.americanforests.org?page_id=84946,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7658,32.7915374,-113.8975031
Oak Willow,Quercus phellos,VA,Chesapeake,454,https://www.americanforests.org?page_id=64625,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5009,36.7183708,-76.2466798
Oak Eastern white,Quercus alba,VA,Brunswick,451,https://www.americanforests.org?page_id=67426,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5365,34.0624283,-78.24434001566806
Oak California black,Quercus kelloggii,CA,Mariposa,449,https://www.americanforests.org?page_id=84981,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6312,37.570148,-119.9036592
Oak Black,Quercus velutina,CT,Hartford,447,https://www.americanforests.org?page_id=56041,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4931,41.7923478,-72.722324
Fir Pacific silver,Abies amabilis,WA,Clallam,444,https://www.americanforests.org?page_id=55931,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6078,47.9998383,-123.7373472
Locust Black,Robinia pseudoacacia,NY,Livingston,443,https://www.americanforests.org?page_id=56092,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1380,42.7360902,-77.7781416
Peppertree ,Schinus molle,CA,Orange,442,https://www.americanforests.org?page_id=56106,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7978,33.7500378,-117.8704931
Oak Southern red,Quercus falcata,VA,Sussex,442,https://www.americanforests.org?page_id=81836,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5000,36.9096897,-77.2741121
Eucalyptus Longbeak,Eucalyptus camaldulensis,AZ,Pinal,441,https://www.americanforests.org?page_id=64569,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,32.8085851,-111.4426212
Oak Southern red,Quercus falcata,VA,James City,440,https://www.americanforests.org?page_id=84948,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5002,37.3211485,-76.7972515
Oak Coast live,Quercus agrifolia,CA,San Luis Obispo,436,https://www.americanforests.org?page_id=56366,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6483,35.3540209,-120.3757163
Oak Coast live,Quercus agrifolia,CA,Riverside,432,https://www.americanforests.org?page_id=55326,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5722,33.7219991,-116.0372472
Baldcypress Montezuma,Taxodium mucronatum,TX,Cameron,429,https://www.americanforests.org?page_id=55983,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1090,26.1291189,-97.4134281
Oak Texas live,Quercus fusiformis,TX,Bosque,428,https://www.americanforests.org?page_id=56410,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8026,31.8778358,-97.6561014
Oak Swamp chestnut,Quercus michauxii,VA,Virginia Beach,426,https://www.americanforests.org?page_id=67428,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5918,36.8529841,-75.9774183
Larch Western,Larix occidentalis,MT,Missoula,426,https://www.americanforests.org?page_id=55515,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2942,46.9653891,-113.9232612
Willow Black,Salix nigra,MN,Washington,425,https://www.americanforests.org?page_id=64564,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,45.0078657,-92.874565
Oak Laurel,Quercus laurifolia,VA,Chesapeake,425,https://www.americanforests.org?page_id=56426,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7940,36.7183708,-76.2466798
Spruce Brewer,Picea breweriana,CA,Trinity,424,https://www.americanforests.org?page_id=57965,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,40.6053256,-123.171268
Oak Laurel,Quercus laurifolia,VA,Chesapeake,418,https://www.americanforests.org?page_id=81841,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5005,36.7183708,-76.2466798
Pecan ,Carya illinoinensis,VA,Isle of Wight,417,https://www.americanforests.org?page_id=60086,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5913,36.8953677,-76.7248143
Osage-orange ,Maclura pomifera,VA,Charlotte,416,https://www.americanforests.org?page_id=55524,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6535,26.9013269,-81.9156799
Poplar White,Populus alba,MT,Gallatin,415,https://www.americanforests.org?page_id=60071,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2270,37.7509507,-88.2264519
Ginkgo ,Ginkgo biloba,WV,Jefferson,414,https://www.americanforests.org?page_id=64548,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5878,39.2954767,-77.8782587
Oak Bur,Quercus macrocarpa,WV,Mason,414,https://www.americanforests.org?page_id=81842,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=3037,38.7499013,-82.052456
Douglas-fir Rocky mountain,Pseudotsuga menziesii var. glauca,MT,Lincoln,414,https://www.americanforests.org?page_id=55401,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1674,35.4866424,-81.2062724
Osage-orange ,Maclura pomifera,DE,New Castle,412,https://www.americanforests.org?page_id=60079,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5133,39.6159851,-75.662956
Maple Silver,Acer saccharinum,VA,Fairfax,412,https://www.americanforests.org?page_id=67732,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,38.8156356,-77.2836849
Willow Weeping,Salix babylonica,VA,Tazewell,411,https://www.americanforests.org?page_id=56449,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7968,40.5126429,-89.5442084
Magnolia Cucumbertree,Magnolia acuminata,OH,Stark,409,https://www.americanforests.org?page_id=55894,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5841,40.7214654,-81.4399734
Oak Oregon white,Quercus garryana,OR,Multnomah,408,https://www.americanforests.org?page_id=55368,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2393,45.5093799,-122.4006413
Maple Silver,Acer saccharinum,VA,Bland,408,https://www.americanforests.org?page_id=84967,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7567,37.1312101,-81.1154109
Oak Chestnut,Quercus montana,DC,Ward 3,407,https://www.americanforests.org?page_id=81845,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,10.7456759,106.6892684
Pine Foxtail,Pinus balfouriana,CA,Tulare,405,https://www.americanforests.org?page_id=64665,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4176,36.2516475,-118.852583
Pine Torrey,Pinus torreyana,CA,Santa Barbara,404,https://www.americanforests.org?page_id=56099,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6319,34.7136533,-119.9858232
Maple Silver,Acer saccharinum,VA,Bath,404,https://www.americanforests.org?page_id=84963,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7570,38.1245248,-83.7249243
Beech European,Fagus sylvatica,PA,Philadelphia,403,https://www.americanforests.org?page_id=84944,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,40.0114538,-75.1326504
Pine Monterey,Pinus radiata,CA,Humboldt,403,https://www.americanforests.org?page_id=57960,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2861,40.5997415,-123.8997734
Maple Silver,Acer saccharinum,NH,Coos,402,https://www.americanforests.org?page_id=84988,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7571,44.698627,-71.3768039
Oak Swamp white,Quercus bicolor,NJ,Sussex,399,https://www.americanforests.org?page_id=64626,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5573,41.133372,-74.6930393
Basswood American,Tilia americana,KY,Fayette,399,https://www.americanforests.org?page_id=55458,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6120,38.0280648,-84.4722444
Mulberry Red,Morus rubra,AR,Ashley,398,https://www.americanforests.org?page_id=64550,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,33.1742582,-91.7295595
Elm Siberian,Ulmus pumila,UT,Salt Lake,398,https://www.americanforests.org?page_id=55321,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2430,40.6632297,-111.9103124
Ash White,Fraxinus americana,NJ,Morris,398,https://www.americanforests.org?page_id=55474,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5636,40.8679538,-74.5601181
Hackberry Common,Celtis occidentalis,OH,Hancock,398,https://www.americanforests.org?page_id=67754,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7612,40.9939911,-83.6587588
Cottonwood Meseta,Populus fremontii ssp. mesetae,TX,Jeff Davis,395,https://www.americanforests.org?page_id=64580,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=3413,30.7018281,-104.1501698
Juniper Alligator,Juniperus deppeana,AZ,Yavapai,394,https://www.americanforests.org?page_id=57973,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,34.5668857,-112.5515965
Spruce Engelmann,Picea engelmannii,OR,Clackamas,394,https://www.americanforests.org?page_id=56463,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,45.1608821,-122.2305038
Elm American,Ulmus americana,MD,Baltimore,393,https://www.americanforests.org?page_id=85007,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8012,39.4445243,-76.6483482
Elm Slippery,Ulmus rubra,KY,Jefferson,393,https://www.americanforests.org?page_id=55418,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6128,38.1787175,-85.664528
Larch Subalpine,Larix lyallii,WA,Chelan,391,https://www.americanforests.org?page_id=64633,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=4181,47.8012197,-120.6276904
Pine Sierra lodgepole,Pinus contorta var. murrayana,CA,San Bernardino,391,https://www.americanforests.org?page_id=82098,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5681,34.8253019,-116.0833144
Elm American,Ulmus americana,VA,Chesapeake,391,https://www.americanforests.org?page_id=84919,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6704,36.7183708,-76.2466798
Oak Chinkapin,Quercus muehlenbergii,OH,Fairfield,391,https://www.americanforests.org?page_id=84926,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,39.7886111,-82.6418883
Buckeye Yellow,Aesculus flava,VA,Alleghany,390,https://www.americanforests.org?page_id=55752,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=6363,36.5029951,-81.1340843
Pine Eastern white,Pinus strobus,ME,Waldo,390,https://www.americanforests.org?page_id=81811,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,44.4870161,-69.1365185
Sweetgum ,Liquidambar styraciflua,NJ,Burlington,388,https://www.americanforests.org?page_id=84913,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7797,39.9325409,-74.7226665
Fir Subalpine,Abies lasiocarpa,WA,Jefferson,384,https://www.americanforests.org?page_id=64652,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=3603,41.0131342,-91.9718642
Oak English,Quercus robur,WA,Thurston,382,https://www.americanforests.org?page_id=64654,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8117,46.9319983,-122.8855155
Oak Post,Quercus stellata,AL,Cherokee,381,https://www.americanforests.org?page_id=64594,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5595,31.8390826,-95.1791849
Oak Chinkapin,Quercus muehlenbergii,VA,Rockingham,381,https://www.americanforests.org?page_id=81844,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5059,36.3926798,-79.744144
Walnut Arizona,Juglans major,AZ,Pima,380,https://www.americanforests.org?page_id=82071,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1921,32.1112624,-111.6546163
Pine Gray,Pinus sabiniana,CA,Nevada,379,https://www.americanforests.org?page_id=84908,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7320,39.3540335,-120.8089843
Honeylocust ,Gleditsia triacanthos,VA,Botetourt,378,https://www.americanforests.org?page_id=67938,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=5385,37.5520825,-79.8029569
Oak Darlington,Quercus hemisphaerica,VA,Richmond,378,https://www.americanforests.org?page_id=55513,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7916,40.564209,-74.12530461995391
Pine Coulter,Pinus coulteri,CA,San Bernardino,377,https://www.americanforests.org?page_id=84989,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1422,34.8253019,-116.0833144
Pine Washoe,Pinus washoensis,CA,Modoc,376,https://www.americanforests.org?page_id=55853,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=138,41.5450487,-120.7435998
Pine Limber,Pinus flexilis,UT,Utah,375,https://www.americanforests.org?page_id=56108,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=420,40.0841662,-111.6259473
Pine Limber,Pinus flexilis,UT,Cache,373,https://www.americanforests.org?page_id=60059,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,41.7042978,-111.7451159
Madrone Pacific,Arbutus menziesii,OR,Douglas,370,https://www.americanforests.org?page_id=85021,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=1993,43.1922115,-123.1135963
Pine Loblolly,Pinus taeda,SC,Richland,370,https://www.americanforests.org?page_id=60072,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=2304,34.0190006,-80.9176832
Mulberry White,Morus alba,KS,Douglas,367,https://www.americanforests.org?page_id=84976,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=7820,38.8838392,-95.2874559
Maple Red,Acer rubrum,CT,New Haven,365,https://www.americanforests.org?page_id=67733,https://www.americanforests.org/wp-content/plugins/bigtrees/NoImageAvailablePicture.jpg,41.4082,-72.9330283
Willow Crack,Salix fragilis,NH,Grafton,365,https://www.americanforests.org?page_id=84991,https://www.americanforests.org/wp-content/plugins/bigtrees/view_image.php?area=web_pic&image_id=8033,43.9702453,-71.8742626
